english,chinese,examples
peculiarity,"[C] sth. that is a feature of only one particular place, person, situation, etc. （某地方、某人或某情况等的）特点，独特性",e.g. A sharp ringing in the ears is a [[peculiarity]] of the disease.
oxytocin,[U] 催产素,
compose,1) write a piece of music 作（曲）,"e.g. Mozart [[composed]] his last opera shortly before he passed away.；e.g. The committee is [[composed]] of doctors, nurses and members of the public."
compose,"2) (be composed of) be formed from a number of substances, parts, or people 由···组成","e.g. Mozart [[composed]] his last opera shortly before he passed away.；e.g. The committee is [[composed]] of doctors, nurses and members of the public."
personalized,(BrE also personalised) adapted to personal requirements or tastes 个性化的,e.g. His car has a [[personalized]] number plate.
besides,apart from sb. / sth.; in addition to sb. / sth. 除···之外（还）,e.g. I've got no family [[besides]] my parents.
surpass,be even better or greater than sb. / sth. else 超过；胜过,e.g. The film's success has [[surpassed]] all expectations.
outperform,be more successful than sb. / sth. else 做得比···好；胜过,"e.g. In recent years, our economy has [[outperformed]] most other industrial economies."
line of work,the type of work sb. does 专业；行业,e.g. You can expect to meet some very interesting people in my [[line of work]].
in the long run,"later in the future, not immediately 从长远来看",e.g. It seems a lot of effort but I'm sure it's the best solution [[in the long run]].
flesh and blood,"used to emphasize that sb. has human feelings or weaknesses, often when contrasting them with machines 血肉之躯","e.g. I am only [[flesh and blood]], like anyone else."
go over,search or examine sth. very carefully 仔细搜查（检查）某物,e.g. [[Go over]] your work before you hand it in.
get in touch with sth.,(esp. AmE) realize and understand sth. such as your feelings and attitudes 认识到某事物，了解某事物（如自己的情感、态度等）,e.g. I am finally able to [[get in touch with]] who I am.
cheer up,"become less sad, or make sb. feel less sad （使）高兴起来；（使）振作起来",e.g. Here is a bit of news that will [[cheer up]] you.
sb.'s heart skips / misses a beat,"used to say sb. suddenly feels a moment of fear, excitement, etc. 某人心跳停顿了一下（表示突然感到惊恐、兴奋等）",e.g. My heart [[skipped a beat]] when I saw who it was.
edit out,"remove sth. when you are preparing a book, a piece of film, etc. for printing or broadcasting （在编辑、剪辑等过程中）删除，去掉",e.g. Anything offensive will be [[edited out]] at a later stage of the production.
play on / upon,"use a feeling, fact, or idea in order to get what you want, often in an unfair way 利用（某一感情、事实或观点）","e.g. The advertisement [[plays on]] our emotions, showing a doctor holding a newborn baby."
catch on,become popular and fashionable 流行,e.g. The idea of glasses being a fashion item has been slow to [[catch on]].
stand / have a chance / hope (of doing sth.),be likely to be able to do sth. or to succeed 有机会 / 有希望（做某事）,e.g. She will [[stand a chance]] of passing the exam if she works hard.
Mozart,莫扎特（奥地利作曲家）,
Shakespeare,莎士比亚（英国剧作家、诗人）,
Frida Kahlo,弗丽达・卡洛（墨西哥画家）,
