english,chinese,examples
usage,"2) [C, U] the way that words are used in a language （词语的）用法","e.g. It involves changing product quality, features, or style to attract new users or more [[usage]] from present users.；e.g. The dictionary focuses on the more usual words of the language and avoids rare [[usages]] of these words."
mainstream,(only before noun) accepted by or involving most people in a society 主流的；主要的,e.g. Our survey is intended to find out which [[mainstream]] car has the most appeal for both private and business buyers on a budget.；e.g. Environmental ideas have been absorbed into the [[mainstream]] of our politics.
mainstream,"[sing.] (the ~) the most usual ideas or methods, or the people who have these ideas or methods （思想或方法的）主流；主流群体",e.g. Our survey is intended to find out which [[mainstream]] car has the most appeal for both private and business buyers on a budget.；e.g. Environmental ideas have been absorbed into the [[mainstream]] of our politics.
fuzzy,1) unclear or confused 糊涂的；不明确的,e.g. There's a [[fuzzy]] line between parents' and schools' responsibilities.；e.g. Some of the photos were so [[fuzzy]] that it was hard to tell who was who.
fuzzy,2) not clear in shape or sound（形状或声音）模糊的,e.g. There's a [[fuzzy]] line between parents' and schools' responsibilities.；e.g. Some of the photos were so [[fuzzy]] that it was hard to tell who was who.
appearance,1) [sing.] when sth. new begins to exist or starts being used 首次出现（使用）；问世,e.g. The industry has changed greatly with the [[appearance]] of new technologies.；e.g. We are often attracted to somebody first by their physical [[appearance]].
appearance,"2) [C, U] the way sb. / sth. looks to other people 外表；外观",e.g. The industry has changed greatly with the [[appearance]] of new technologies.；e.g. We are often attracted to somebody first by their physical [[appearance]].
jargon,"[U] words and expressions used in a particular profession or by a particular group of people, which are difficult for other people to understand — often used to show disapproval （难懂的）行话，术语（常含贬义）","e.g. I'm going to explain it without [[jargon]], and without making it unnecessarily complicated and complex."
timeless,not appearing to be affected by the process of time passing or by changes in fashion 不受时间影响的；永不过时的,"e.g. Lu Xun, an influential Chinese writer, essayist, and translator, produced that [[timeless]] classic, and many more."
impose,"1) force sb. to have the same ideas, beliefs, etc. as you 将（想法、信仰等）强加（于某人）",e.g. I can't understand why she always tries to [[impose]] her own ideas on the rest of the team.；e.g. The court has the power to [[impose]] an unlimited fine for this offence.
impose,"2) if sb. in authority imposes a rule, punishment, tax, etc., they force people to accept it 强制推行；强制实行",e.g. I can't understand why she always tries to [[impose]] her own ideas on the rest of the team.；e.g. The court has the power to [[impose]] an unlimited fine for this offence.
dislike,(~s) [pl.] the things that you do not like 不喜欢的东西,e.g. A good hotel manager should know his regular guests' likes and [[dislikes]].；e.g. He simply [[disliked]] working with committees and avoided it whenever possible.
dislike,think sb. / sth. is unpleasant and not like them 不喜欢；讨厌,e.g. A good hotel manager should know his regular guests' likes and [[dislikes]].；e.g. He simply [[disliked]] working with committees and avoided it whenever possible.
worrisome,(fml.) making you anxious 令人焦虑的,e.g. The scientists report that some of the signs they have found are [[worrisome]].
fascinating,extremely interesting 迷人的；非常有趣的,"e.g. With the accompaniment of the piano, the poems sounded [[fascinating]] and became really popular."
remake,"(remade, remade) make sth. again, esp. in a different way（尤指以不同的方式）重新制作",e.g. The mall has been moving aggressively to try to [[remake]] itself for a new era of shopping.
one's fair share,"if one has had their fair share of sth., e.g. problems, success, or adventure, a lot of it has happened to them（问题，成功或冒险经历等）相当多的",e.g. He'd had more than his fair share of adventure.
come and go,be present for a short time and then go away 断断续续；时来时去,e.g. The pain in my leg [[comes]] and [[goes]].
speed up,"move or happen faster, or make sth. move or happen faster （使）加快速度",e.g. The world's clock has [[sped up]] as nations around the globe are reinventing themselves at a faster and faster pace.
through / by word of mouth,through / by oral communication 口口相传,e.g. Much of this information is picked up by word of mouth from previous students.
stick around,(infml.) remain in or near a place 待在某地；待在附近,"e.g. ""Without hesitation, she replied, ""I don't know. Let's [[stick around]] and find out."""
keep up with,manage to do as much or as well as other people 跟上；保持同步,e.g. He found it difficult to [[keep up with]] the rest of the class.
Bangor University,班戈大学（英国大学，位于威尔士）,
