english,chinese,examples
significance,"[U, sing.] the importance of an event, action, etc., esp. because of the effect or influence it will have in the future 重要性，意义（尤指对将来的影响）",e.g. The discovery of the new drug is of great [[significance]] for people suffering from heart problems.
marketplace,[C] (the ~) the part of business activity that is concerned with buying and selling goods in competition with other companies 市场（指涉及营销的种种活动）,e.g. Some retailers worry that new regulations will hurt their ability to compete in the [[marketplace]].
imprint,1) a strong permanent influence on sb. / sth. 强大而持久的影响,e.g. Gandhi was a tremendously brave man whose unique form of courage left a lasting [[imprint]] on India's history.；e.g. She could clearly see the [[imprint]] of her fingers on his pale wrist.
imprint,2) the mark left by an object being pressed into or onto sth. 印记；压痕,e.g. Gandhi was a tremendously brave man whose unique form of courage left a lasting [[imprint]] on India's history.；e.g. She could clearly see the [[imprint]] of her fingers on his pale wrist.
compassionate,feeling sympathy for people who are suffering 充满同情心的；怜悯的,e.g. The public's response to the crisis was generous and [[compassionate]].
legacy,[C] sth. that sb. has achieved that continues to exist after they stop working or die （某人不再工作或去世后）留下的成果,e.g. Perhaps her most important [[legacy]] was her program of educational reform.
prudence,[U] a sensible and careful attitude that makes you avoid unnecessary risks 明智谨慎；慎重；审慎,e.g. Businessmen are showing remarkable [[prudence]] in investing in the region.
ultimately,"finally, after everything else has been done or considered 最后；最终",e.g. Everything will [[ultimately]] depend on what is said at the meeting with the directors next week.
imply,"if a fact, event, etc. implies sth., it shows that it is likely to be true 意味着（某事可能是真的）",e.g. These findings do not [[imply]] that urbanization makes little or no difference to the small towns.
socioeconomic,involving a combination of social and economic factors 社会经济的,"e.g. The age, education, and [[socioeconomic]] status of these young mothers led to less satisfactory childcare."
comprehend,understand sth. that is complicated or difficult 理解，领悟（复杂或困难的事物）,"e.g. In an effort to [[comprehend]] the principles of investment of any sort, you have to know the way to determine the return on investment."
immense,extremely large 巨大的；极大的,e.g. Regular visits from a social worker can be of [[immense]] value to elderly people living alone.
possess,1) (fml.) have a particular quality or ability 拥有，具有（某品质或能力）,"e.g. I'm afraid he doesn't [[possess]] a sense of humor.；e.g. Because of his gambling, he lost everything he [[possessed]]."
possess,2) (fml.) have or own sth. 拥有，持有（某物）,"e.g. I'm afraid he doesn't [[possess]] a sense of humor.；e.g. Because of his gambling, he lost everything he [[possessed]]."
implore,(fml.) ask for sth. in an emotional way 恳求；乞求；哀求,"e.g. If you feel depressed for more than three weeks, I [[implore]] you to seek professional help."
revolutionize,(BrE revolutionise) completely change the way people do sth. or think about sth. 使彻底变革；给···带来革命,e.g. The company [[revolutionized]] the market for watches with its inexpensive watches aimed at the youth market.
latter,(the ~) (fml.) the second of two people or things just mentioned （刚提及的两个人或物中的）后者,"e.g. Where unemployment and crime are high, it can be assumed that the [[latter]] is due to the former."
flourishing,developing well and being successful 繁荣的；兴旺的；成功的,"e.g. A stable and [[flourishing]] economy is essential for political stability and national security, and vice versa."
rigid,unwilling to change ideas or behavior 顽固的；僵化的,e.g. We were disappointed that they insisted on such a [[rigid]] interpretation of the rules.
painstaking,(usu. before noun) very careful and thorough 小心的；费尽心思的；精心的,e.g. It is the kind of [[painstaking]] work that only someone who knows every inch of the ship could perform.
mediocrity,"[C, U] quality, ability, or achievement that is average or below average 普通；平庸；平常",e.g. We will not accept [[mediocrity]]; the job they do is of critical importance.
alien,1) (~ to sb. / sth.) strange and frightening; different from what you are used to 陌生的；不熟悉的,"e.g. In a world that had suddenly become [[alien]] and dangerous, Michael was her only security.；e.g. In short, he concluded that the canals were artificial constructs of technologically advanced [[alien]] beings."
alien,2) connected with creatures from another world 外星的,"e.g. In a world that had suddenly become [[alien]] and dangerous, Michael was her only security.；e.g. In short, he concluded that the canals were artificial constructs of technologically advanced [[alien]] beings."
uncover,find out about sth. that has been kept secret 发现；揭露,e.g. The investigation [[uncovered]] evidence of a large-scale illegal trade in wild birds.
momentous,"very important or serious, esp. because there may be important results 关键的；重大的；重要的",e.g. Whether or not to move overseas is a [[momentous]] decision for the family.
spring from,be caused by sth. or start from sth. 由···引起,e.g. His grief sprang from the loss of the most important love he had ever known in his life.
speak of,show clearly that sth. happened or exists 表明；说明,e.g. Her skin spoke of warm summer days spent in the sun.
break new ground,do or discover sth. new 开辟新天地；创新,"e.g. Inventing such a camera wouldn't be easy, but Cameron said he was ready to break new ground."
John Cage,约翰 • 凯奇（美国音乐家）,
Run Run Shaw,邵逸夫（中国香港企业家、慈善家）,
