english,chinese,examples
blur,"2) become difficult to see, or make sth. difficult to see, because the edges are not clear （使）（某物）模糊不清",e.g. The design of this museum is meant to [[blur]] the distinction between the house and the garden.；e.g. The words [[blurred]] and danced before his eyes.
rebel,oppose or fight against sb. in authority or against an idea or situation which you do not agree with 造反；反抗；反叛,e.g. A vast majority of the voters [[rebelled]] against the high property taxes.
retrospective,"[C] a show of the work of an artist, actor, film-maker, etc. that includes examples of all the kinds of work they have done （画家、演员、电影制作人等作品的）回顾展",e.g. We timed the release of the film to coincide with a big [[retrospective]] of Bosch's paintings at Rotterdam.
savage,1) (only before noun) an offensive way of referring to groups of people or customs that are considered to be simple and not highly developed 蒙昧的；未开化的；野蛮的,"e.g. The novel is about a [[savage]] tribe with alien customs and ceremonies.；e.g. They caught the monkey, but it was so [[savage]] that no one could get near enough to feed it."
savage,2) very violent or cruel 凶猛的；残暴的,"e.g. The novel is about a [[savage]] tribe with alien customs and ceremonies.；e.g. They caught the monkey, but it was so [[savage]] that no one could get near enough to feed it."
auction,"[C, U] a public meeting where land, buildings, paintings, etc. are sold to the person who offers the most money for them 拍卖（会）","e.g. If he did not come back in time, his whole property would be sold by [[auction]]."
vintage,"1) old, but of high quality 旧式的，老式的（但品质优良）","e.g. It looks like a [[vintage]] cell phone of the last century and weighs about 13 ounces.；e.g. They served lobster, accompanied by a bottle of [[vintage]] champagne."
vintage,2) vintage wine is good quality wine made in a particular year （某特定年份酿制的葡萄酒）佳酿的，上等的，优质的,"e.g. It looks like a [[vintage]] cell phone of the last century and weighs about 13 ounces.；e.g. They served lobster, accompanied by a bottle of [[vintage]] champagne."
couture,"[U] (also haute-couture) the design and production of expensive and fashionable clothes, or the clothes themselves 昂贵时装的设计制作；昂贵时装",e.g. Around 25 designers will show their [[couture]] collections during the international fashion week.
velvet,[U] 天鹅绒；丝绒,
framework,"1) (social / legal / political, etc. framework) the structure of a society, a legal or political system, etc. 社会 / 法律 / 政治等的框架",e.g. There is no escaping the fact that we have to act within the existing legal [[framework]].；e.g. This paper provides a useful conceptual [[framework]] for future research.
framework,"2) [usu. sing.] a set of ideas, rules, or beliefs from which sth. is developed, or on which decisions are based 体系；体制；框架；准则",e.g. There is no escaping the fact that we have to act within the existing legal [[framework]].；e.g. This paper provides a useful conceptual [[framework]] for future research.
inescapable,an inescapable fact or situation is one that you cannot avoid or ignore 不可避免的；不容忽视的,e.g. She didn't want to confront the [[inescapable]] fact that she would have to sell the house.
constraint,[C] sth. that limits your freedom to do what you want 限制；束缚；约束,e.g. [[Constraints]] on spending have forced the company to rethink its plans.
byproduct,1) an unplanned additional result of sth. that you do 意外附带结果,e.g. The deep depression he fell into was a [[byproduct]] of his disease.；e.g. Sugar and its [[byproducts]] are the basis of the island's economy.
byproduct,2) sth. additional that is produced during a natural or industrial process 副产物；副产品,e.g. The deep depression he fell into was a [[byproduct]] of his disease.；e.g. Sugar and its [[byproducts]] are the basis of the island's economy.
aesthetic,connected with beauty and the study of beauty 美学的,"e.g. From an [[aesthetic]] point of view, this piece of furniture is a nice design."
commodity,[C] a product that is bought and sold 商品,"e.g. [[Commodity]] prices can be a useful indicator of inflation, he claimed."
leverage,use sth. that you already have in order to achieve sth. new or better 借助已有的···实现新（或更好）的目标,e.g. We can gain a market advantage by [[leveraging]] our network of partners.
collaborate,"work together with a person or group in order to achieve sth., esp. in science or art （尤指在科学或艺术方面）合作，协作",e.g. Educators and employers need to [[collaborate]] in preparing the next generation for employment.
collaboration,"[C, U] when you work together with another person or group to achieve sth., esp. in science or art （尤指在科学或艺术方面的）合作，协作",e.g. The company is building the center in [[collaboration]] with an engineering institute.
profusion,"[U, sing.] (fml.) a very large amount of sth. 大量；丰富；充沛",e.g. It is a delightful river with a [[profusion]] of wild flowers along its banks.
nonexistent,"sth. that is nonexistent does not exist at all, or is not present in a particular place 不存在的",e.g. Her friends never missed a chance to tease her about her [[nonexistent]] relationship with Brandon.
symbiotic,"(fml.) a symbiotic relationship is one in which the people, organizations, or living things involved depend on each other （人、组织或生物）互相依赖的，共生的",e.g. Do some viruses develop a [[symbiotic]] relationship with their host?
interchange,"[C, U] an exchange, esp. of ideas or thoughts （尤指观点或思想的）交流",e.g. What made the meeting exciting was the [[interchange]] of ideas from different disciplines.
rightful,(fml.) (only before noun) according to what is correct or what should be done legally or morally 正确的；合法的；正义的,"e.g. George sat at the head of the table, in his [[rightful]] place as their leader."
elaborate,very complicated and detailed; carefully prepared and organized 复杂的；详尽的；精心制作的,e.g. You need a plain blouse to go with that skirt — nothing too [[elaborate]].
conceptual,"(fml.) dealing with ideas, or based on them 概念的","e.g. Some of us learn experientially, while others are more attracted to logical or [[conceptual]] learning."
spiritual,relating to your spirit rather than to your body or mind 精神的；心灵的,"e.g. While improving material well-being, we should also enrich our [[spiritual]] life."
first and foremost,"used to emphasize the most important quality, purpose, reason, etc. 首先，首要的是（用于强调）",e.g. What children need first and [[foremost]] from their parents is a sense of security.
Elsa Schiaparelli,艾尔莎 • 夏帕瑞丽（意大利时装设计师）,
Yves Saint Laurent,伊夫 • 圣 • 罗兰（法国时装设计师）,
Picasso,(Pablo Picasso) 巴勃罗 • 毕加索（西班牙画家、雕塑家）,
Monet,(Claude Monet) 克劳德 • 莫奈（法国印象派画家）,
Clare McAndrew,克莱尔 • 麦克安德鲁（爱尔兰艺术经济学家）,
Karl Lagerfeld,卡尔 • 拉格斐（德国时装设计师）,
Andy Warhol,安迪 • 沃霍尔（美国波普艺术家和电影制片人）,
