english,chinese,examples
dimension,"[C]1) [usu. pl.] the length, height, width, depth or diameter of sth. 大小；尺寸",e.g. It is important to measure the exact [[dimensions]] of the room before buying furniture.；e.g. You can have a spiritual [[dimension]] to your life without being religious.
dimension,2) a part of a situation or a quality involved in it （形势或品质的）方面，层面,e.g. It is important to measure the exact [[dimensions]] of the room before buying furniture.；e.g. You can have a spiritual [[dimension]] to your life without being religious.
contemplate,think about sth. seriously for a period of time 深思；细想,"e.g. As he lay in his hospital bed that night, he cried as he [[contemplated]] his future.；e.g. Many years ago he had [[contemplated]] writing a book about his childhood."
contemplate,think about sth. that you might do in the future 打算；想；考虑,"e.g. As he lay in his hospital bed that night, he cried as he [[contemplated]] his future.；e.g. Many years ago he had [[contemplated]] writing a book about his childhood."
warehouse,[C] a large building for storing large quantities of goods 仓库；货栈,e.g. Police are investigating a fire at a furniture [[warehouse]].
grain,"1) [C] a single seed of corn, wheat, etc. 谷粒","e.g. Mum must have left in a hurry, since there were quite a few [[grains]] of corn left on the floor.；e.g. The government intends to import only five percent of the country's [[grain]]."
grain,"2) [U] the seeds of crops such as corn, wheat or rice that are gathered for use as food, or these crops themselves 谷物；粮食","e.g. Mum must have left in a hurry, since there were quite a few [[grains]] of corn left on the floor.；e.g. The government intends to import only five percent of the country's [[grain]]."
industrial,relating to industry or the people working in it 工业的；产业工人的,e.g. Reports showed [[industrial]] production rose 1.3 percent in November from the month before.
revenue,"[U] (also revenues) money that a business or organization receives over a period of time, esp. from selling goods or services （公司、机构的）收益，收入",e.g. These companies are sure to encounter financial trouble if they only rely on advertising [[revenue]] for funding.
exterminator,"[C] a person whose job is to kill animals such as rats or mice, because they are annoying or dangerous 职业的消灭害虫者",e.g. Can you believe that nearly one hundred million rats are killed each year by pest [[exterminators]]?
feasible,"a plan, idea, or method that is feasible is possible and is likely to work （计划、想法或方法）可行的，可实行的，行得通的",e.g. It was no longer financially [[feasible]] to keep the community center open.
glare,look angrily at sb. for a long time 怒目而视,e.g. Noah was furious at what I just said but he didn't shout and just [[glared]] at me silently.
pointedly,"in a way that is deliberately meant to show that you are annoyed, bored, or disapprove of sth. 明确地；尖锐地；直言不讳地",e.g. Miss Phillips looked at the clock [[pointedly]] and I realized that it was time for me to leave.
groan,[C]1) a complaint 抱怨,e.g. They've got the usual moans and [[groans]] like everybody else.；e.g. The rescuers could hear the [[groans]] of someone trapped in the ruins.
groan,2) a long deep sound that you make when you are in pain or do not want to do sth. （疼痛时的）呻吟；（不愿做某事时的）哼哼声,e.g. They've got the usual moans and [[groans]] like everybody else.；e.g. The rescuers could hear the [[groans]] of someone trapped in the ruins.
audible,loud enough for you to hear it 听得见的,e.g. His voice was barely [[audible]] above the noise of the crowd.
interrupt,"stop sb. from continuing what they are saying or doing by suddenly speaking to them, making a noise, etc. 打断某人的讲话；中断某人的行动；打扰","e.g. I'm sorry to [[interrupt]] your meeting, but may I speak to Michael for a moment?"
slam dunk,[C] (fml.)1) sth. that is certain to be successful 稳操胜券的事,e.g. His new movie is predicted by many critics to be this season's [[slam]] [[dunk]] hit.；e.g. He marked his first appearance with a [[slam]] [[dunk]] for his first points.
slam dunk,2) (in basketball) the act of jumping up and putting the ball through the net with a lot of force 强力灌篮；扣篮,e.g. His new movie is predicted by many critics to be this season's [[slam]] [[dunk]] hit.；e.g. He marked his first appearance with a [[slam]] [[dunk]] for his first points.
verbatim,(fml.) repeating the actual words that were spoken or written 逐字的（地）；一字不差的（地）,e.g. The president's speeches are regularly reproduced [[verbatim]] in the state-run newspapers.
rustle,"if leaves, papers, clothes, etc. rustle, or if you rustle them, they move about and make a soft, dry sound （使）（树叶、纸、衣物等）沙沙作响","e.g. A gentle breeze blew through the windows, lightly [[rustling]] the curtains."
frantic,"done quickly and with a lot of activity, but in a way that is not very well organized 紧张忙乱的；手忙脚乱的","e.g. People were [[frantic]], trying to call relatives after the earthquake."
frantically,done in a hurried way and in a state of excitement or confusion 手忙脚乱地,e.g. I've been working [[frantically]] all week to get the term paper finished before the deadline.
index,"(pl. indexes) an alphabetical list of names, subjects, etc. at the back of a book, with the numbers of the pages where they can be found （书后的）索引",e.g. Look under B in the [[index]] to see if biology is covered in the book.
oddly,1) (also ~ enough) used to say that sth. seems strange or surprising 奇怪的是；真奇怪,"e.g. [[Oddly]] enough, someone asked me the same question yesterday.；e.g. Didn't you think she was behaving very [[oddly]] at Susan's birthday party yesterday?"
oddly,2) in a strange or unusual way 奇怪地；古怪地；异常地,"e.g. [[Oddly]] enough, someone asked me the same question yesterday.；e.g. Didn't you think she was behaving very [[oddly]] at Susan's birthday party yesterday?"
vice versa,used to say the opposite of a situation you have just described is also true 反之亦然,e.g. He refuses to believe anything they say and vice versa.
cut one's losses,"stop doing sth. that is failing, so that one does not waste any more money, time, or effort 及早脱手以减少损失",e.g. [[Cut]] your losses with projects that are not going to work and do things that make you feel comfortable.
pack up,"put your possessions into a bag, etc. before leaving a place （在离开前）收好物品",e.g. We arrived just as the musicians were [[packing]] up their instruments.
smile broadly,have a big smile on your face that clearly shows you are happy or amused 咧着嘴笑,"e.g. He tiptoed closer, [[smiling]] broadly, waiting for Suzanne to spot him."
cut into,make sth. less or smaller 削减,e.g. Some business owners are [[cutting]] into their profits to help raise money for the foundation.
better still,used to say that a particular choice would be more satisfactory 更好的选择是,"e.g. I started to hunt for a cheap restaurant nearby or, better still, a snack shop."
hand out,give sth. to each person in a group 分发；散发,e.g. He was busy [[handing]] out leaflets on the musical to the audience.
reason out,"find an explanation or solution to a problem, by thinking all the possibilities （通过推理）解释，解决",e.g. I spent the entire night [[reasoning]] out the solution to the puzzle.
think through,think carefully about the possible results of sth. 认真地考虑（某事可能产生的结果）,e.g. People need time to [[think]] through what the changes in taxation will mean for them.
Jack Wickert,杰克 • 维克特（人名）,
