english,chinese,examples
hierarchy,"[C, U] a system of organization in which people or things are divided into levels of importance 等级制度",e.g. She worked her way up through the corporate [[hierarchy]] to become a member of the top management.
flatten,(also ~ out) become or make sth. flat or flatter （使）变平；（使）变得更平,e.g. Martin [[flattened]] out a napkin and started to perform a magic trick which immediately engaged the kids.
wizard,[C] a man who is supposed to have magic powers; witch 男巫；术士,
ninja,"[C] in the past, a Japanese fighter with special skills （旧时的）忍者，日本武士",
integration,[U] the combining of two or more things so that they work together effectively 结合；整合,e.g. His music is an [[integration]] of tradition and new technology.
acupuncture,[U] 针刺疗法,
nap,"[C] a short sleep, esp. during the day （尤指白天的）小睡，打盹",e.g. A midday [[nap]] may be a better way to cope with the mid-afternoon sleepiness than more nighttime sleep.
pod,[C]（飞机的）吊舱，发射架,
nap pod,[C] 小憩舱；打盹舱,
popularize,(BrE popularise) make sth. well known or liked 宣传；推广,e.g. The musician collected and [[popularized]] many songs written by other musicians.
investigation,[C] a formal inquiry or systematic study 调查,e.g. An [[investigation]] has been launched into the potential impact of the oil spill on marine life around the island.
vocal,"expressing strong opinions publicly, esp. about things that you disagree with 激烈地表达意见的；直言不讳的",e.g. Foley has been particularly [[vocal]] in his criticism of the social injustice he has witnessed in his country.
opponent,[C] sb. who disagrees with or resists a proposal or practice 反对者,e.g. Leading [[opponents]] of the proposed increase in defense spending will meet later today.
newsroom,[C] the area in a newspaper or broadcasting office where news is processed （报社、电台或电视台的）新闻编辑室,"e.g. The best hours of Walter's life were not spent in a [[newsroom]], but in pursuit of a worthy story."
start-up,"[C] a new small company or business, esp. one whose work involves computers or the Internet （尤指从事计算机或因特网的小型的）新兴公司，新创办企业",e.g. For now the bright spots in the labor market are small businesses and high-tech [[start-ups]].
parody,"[C, U] a piece of writing, music, etc. or an action that copies sb. / sth. in an amusing way （文章、音乐等的）滑稽模仿作品",e.g. Some stories from the TV series released by the local newspaper yesterday read like a [[parody]].
portrait,1) a description or representation of sth. （对某事物的）描绘，描述，表现,"e.g. Her latest novel paints a very vivid [[portrait]] of the aristocracy in the 1920s, which has been a mystery to most readers.；e.g. Today, she is still considered one of the greatest [[portrait]] painters of her time."
portrait,"2) a painting, drawing, or photograph of a person 人物画像；人物照片；肖像","e.g. Her latest novel paints a very vivid [[portrait]] of the aristocracy in the 1920s, which has been a mystery to most readers.；e.g. Today, she is still considered one of the greatest [[portrait]] painters of her time."
misdirection,"[C, U] the action of making people pay attention to the wrong thing, usu. intentionally so that they will not notice sth. else 误导",e.g. The global debate on bank capital has been characterized by rumor and [[misdirection]].
rotten,1) (infml.) very bad 极糟的；恶劣的,e.g. I personally think it's a [[rotten]] idea to go camping on such a rainy day.；e.g. Check stored fruit every week and throw out any that has started to go [[rotten]].
rotten,2) badly decayed and no longer good to use 腐烂的；变质的,e.g. I personally think it's a [[rotten]] idea to go camping on such a rainy day.；e.g. Check stored fruit every week and throw out any that has started to go [[rotten]].
recast,"(recast, recast) change the form of sth. 重塑；重组","e.g. She [[recast]] her novel as a musical comedy, which turned out to be a greater hit than the original work."
workaholism,[U] a condition that makes sb. work a lot of the time and find it difficult not to work 醉心工作；迷恋工作,e.g. It is a danger of [[workaholism]] that one may risk getting their identity caught up in the work.
unwind,"(unwound, unwound) undo or be undone after winding or being wound （卷绕物）解绕；展开","e.g. She [[unwound]] her scarf after entering the house, and hung it on the rack in the corner."
absurdity,"[C, U] the quality or state of being ridiculous or wildly unreasonable 荒谬；荒唐",e.g. Duncan shook his head and laughed at the [[absurdity]] of the situation.
norm,"[C] the usual or normal situation, way of doing sth., etc. 常态；规范；标准",e.g. Short-term contracts are now the [[norm]] with some big companies.
suitcase,[C] 手提箱；衣箱,
resign,officially announce that you have decided to leave your job or an organization 辞职；放弃（工作、职位）,e.g. Tom has [[resigned]] his membership of the golf club.
abusive,using cruel words or physical violence 谩骂的；虐待的,e.g. The goalkeeper was sent off for using [[abusive]] language against a linesman (边线裁判员) .
tweet,send a short message using the social networking service Twitter （使用推特社交网络）发送（信息）,e.g. Today you can [[tweet]] your messages out to the world with a mere click of the mouse.
allegation,"[C] a claim or assertion that sb. has done sth. illegal or wrong, typically one without proof （尤指无证据的）宣称，指控",e.g. He made [[allegations]] of corruption against the administration.
trade-off,"[C] a balance between two opposing things, that you are willing to accept in order to achieve sth. （两种对立事物之间的）平衡，妥协，协调",e.g. There has to be a [[trade-off]] between quality and quantity if we want to keep prices low.
depressing,making you feel very sad 令人沮丧的；让人忧愁的,"e.g. There was another side to the story, just as dramatic, but not so [[depressing]]."
pop up,appear in a place or situation unexpectedly 突然出现,e.g. She was startled when Lisa [[popped]] up at the door all smiles.
tune out,stop listening or paying attention to what is being said 不听；不注意；不理会,e.g. The pressure from information overload can make some people [[tune]] out messages altogether.
hang out,spend a lot of time in a place or area for no particular reason 闲逛,"e.g. I used to [[hang]] out with my friends in the park, but it has now changed beyond recognition."
let alone,used after a negative statement to say that the next thing you mention is even more unlikely 更不用说，更谈不上（用于否定句之后）,"e.g. Because of his knee injury, he cannot walk any more, let alone play golf."
come along,occur or arrive by chance 不期而至,e.g. I waited a long time until a film script [[came]] along that I thought was genuinely funny.
on tap,(of liquids) available by turning a tap （液体）打开阀门即可获得的,e.g. A lot of local pubs feature a wide selection of imported wines as well as beers on tap.
at the expense of,at the cost of 以···为代价,e.g. Prolonging life at the expense of its quality can rob elderly people of meaningful years.
Michigan,密歇根州（位于美国北部）,
Ohio,俄亥俄州（位于美国东北部）,
Gale King,盖尔 • 金（人名）,
Mike Robbins,迈克 • 罗宾斯（美国团队合作、领导力、情商等领域的专家）,
Dan Lyons,丹 • 莱昂斯（美国作家、编剧）,
Silicon Valley,《硅谷》（电视连续剧剧名）,
the Verge,前沿网（美国科技媒体网站）,
Austen Allred,奥斯汀・奥尔雷德（人名）,
Ron Friedman,罗恩・弗里德曼（美国心理学家）,
