english,chinese,examples
absence,"2) [C, U] when you are not in the place where people expect you to be, or the time that you are away 不在；缺席",e.g. The case was dismissed in the [[absence]] of any definite proof.；e.g. The smell of cigarette smoke confirmed what he had suspected: There had been a party in his [[absence]].
plausible,reasonable and likely to be true or successful 貌似有理的；似乎是真的,e.g. A more [[plausible]] explanation would seem to be that people are fed up with their routine life.
conducive,"(~ to sth.) making it easy, possible or likely for sth. to happen 有助于···的发生",e.g. Our ultimate goal is to create a culture that is [[conducive]] to continual progress and learning.
requirement,"[C, usu. pl.]1) sth. that you must have in order to do sth. else 必要条件；必备的条件","e.g. Success in the examination did not secure by itself a postgraduate position, but it was the minimum [[requirement]].；e.g. The average daily food [[requirement]] is about 2,000 calories for women and 2,500 for men."
requirement,2) sth. that you need or want 所需的（或所要的）东西,"e.g. Success in the examination did not secure by itself a postgraduate position, but it was the minimum [[requirement]].；e.g. The average daily food [[requirement]] is about 2,000 calories for women and 2,500 for men."
membrane,"[C, U] a very thin piece of skin that covers or connects parts of your body （覆盖或连接身体某些部分的）膜；薄膜",e.g. Exposure to loud noise from fireworks can damage the delicate [[membrane]] in the ear.
aqueous,containing water or similar to water 含水的；似水的,"e.g. In chemistry, an [[aqueous]] solution or cream has water as its base."
radioisotope,[C] 放射性同位素,
decay,"1) the process by which a radioactive substance changes to a different form, producing radiation （放射性物质的）衰变",e.g. The study did not find any association between secondhand smoke exposure and [[decay]] in permanent teeth.
decay,2) the natural chemical change that causes the slow destruction of sth. 腐烂；朽烂,e.g. The study did not find any association between secondhand smoke exposure and [[decay]] in permanent teeth.
geothermal,relating to or coming from the heat inside the Earth 地热的；地温的,e.g. The ice sheet acts like a huge blanket that locks in the [[geothermal]] heat that comes naturally from the Earth.
rogue,"(only before noun) (of an animal) living apart from the main group, and possibly dangerous 离群的",e.g. It's reported that [[rogue]] elephants have killed at least 31 people in that area this year.
habitable,suitable for people to live in 适合居住的,e.g. We are constantly looking for new [[habitable]] areas.
inquire,(esp. AmE) (also enquire esp. BrE) ask sb. for some information 询问；打听,e.g. I called the school to [[inquire]] about the application process.
inquiry,(esp. AmE) (also enquiry esp. BrE)1) [U] the act of asking questions or collecting information about sb. / sth. 查询；探究；探索,"e.g. On further [[inquiry]], it emerged that Malcolm had not been involved in the incident.；e.g. An [[inquiry]] will be held to discover why the local school's educational record is so bad."
inquiry,2) [C] an official process to find out the cause of sth. or to find out information about sth. 调查；查究；查问,"e.g. On further [[inquiry]], it emerged that Malcolm had not been involved in the incident.；e.g. An [[inquiry]] will be held to discover why the local school's educational record is so bad."
planetary,(only before noun) relating to a planet or planets 行星的,e.g. This means a huge step forward in understanding how [[planetary]] systems form and evolve.
spectroscopy,[U] 光谱术；光谱学,
probe,ask questions in order to find out secret or hidden information about sb. / sth. 盘问；追问；探究,e.g. We have been [[probing]] the reasons why the government has been so slow to react to the problem of climate change.
seasonal,"(usu. before noun) happening, expected, or needed during a particular season 季节性的；时令的；当令的",e.g. One major factor causing [[seasonal]] variations in food supplies was the difficulty of storage.
periodic,"(also periodical) (only before noun) happening a number of times, usu. at regular times 周期（性）的；定期的",e.g. Do a [[periodic]] review of your lecture notes and the relevant chapters in your textbooks.
neutrino,[C] 中微子,
inhabitant,[C] a person or animal that lives in a particular place 居民；栖居的动物,"e.g. According to the report, the city's first [[inhabitants]] arrived in the 16th century."
detection,[U] the fact or process of noticing or discovering sth. 觉察；发现；侦察；探测,e.g. There should be a more effective treatment for patients identified through early [[detection]].
property,"1) [C, usu. pl.] a quality or power that a substance, plant, etc. has 特性；性质；属性",e.g. For practical purposes the solar spectrum (光谱) is divided into regions with characteristic [[properties]].；e.g. Please take care of your own belongings. The hotel is not responsible for any loss or damage to guests' personal [[property]].
property,2) [U] the thing or things that sb. owns 所有物；资产；财产,e.g. For practical purposes the solar spectrum (光谱) is divided into regions with characteristic [[properties]].；e.g. Please take care of your own belongings. The hotel is not responsible for any loss or damage to guests' personal [[property]].
restrict,1) (~ yourself / sb. to sth. / to doing sth.) allow yourself or sb. to have only a limited amount of sth. or to do only a particular kind of activity 约束；限制,"e.g. The senator said he would voluntarily [[restrict]] himself to $2.2 million in campaign spending.；e.g. Because of limited space, the number of people who can attend the ceremony is [[restricted]] to 35."
restrict,"2) limit the size, amount or range of sth. 限制，限定 （大小、数量、范围等）","e.g. The senator said he would voluntarily [[restrict]] himself to $2.2 million in campaign spending.；e.g. Because of limited space, the number of people who can attend the ceremony is [[restricted]] to 35."
solar,(only before noun) of or connected with the Sun 太阳的,e.g. An increase in the number of dark spots on the Sun marks a period of high [[solar]] activity.
doom,"(usu. passive) make sb. / sth. certain to fail, die, be destroyed, etc. 使注定（失败、死亡、毁灭等）","e.g. A rare star system has been found in our Milky Way galaxy, but it is [[doomed]] to end in a massive explosion."
extraterrestrial,relating to things that exist outside the Earth 地球外的；宇宙的；外星的,"e.g. Over the years, we've been conditioned to accept the possibility of [[extraterrestrial]] life through movies and reports about alien encounters."
Jupiter,木星（太阳系中最大的行星）,
