english,chinese,examples
inscribe,"carefully cut, print, or write words on sth., esp. on the surface of a stone or coin （尤指在石头或硬币表面）雕刻，印制，题写","e.g. She signed the book and [[inscribed]] the words ""with grateful thanks"" on it."
tangible,clear enough or definite enough to be easily seen or noticed 确凿的；明显的；实在的,e.g. These fragments provide [[tangible]] evidence for how the city has changed since the 18th century.
coalesce,"(fml.) combine and form one single group, substance, etc. 联合；合并",e.g. His sporting and literary interests [[coalesced]] admirably in his writing about climbing.
fibre,"(AmE fiber)1) [C, U] （用来做绳子、布等的）纤维",
fibre,2) [U] （植物的）纤维，食物纤维,
stitch,"[C] a short piece of thread that has been sewn into a piece of cloth, or the action of the thread going into and out of the cloth （缝纫中的）一针；缝",e.g. You'd better put a [[stitch]] in the corner of the pocket to keep it in place.
connectedness,[U] the feeling people have that they are members of a group in society and that they share particular qualities with other members of that group 相互联系；社会关系,e.g. Human beings have a need for both independence and [[connectedness]].
priceless,extremely valuable or important 极其贵重的；极其重要的,e.g. Her knowledge and experience would make her a [[priceless]] asset to the team.
conservation,"1) the act of preventing sth. from being lost, wasted, damaged or destroyed 保存；保护；节约","e.g. The project includes the [[conservation]] of 200 paintings, 15,000 books and quantities of furniture, ceramics and textiles.；e.g. China is one of the few places in the world where the elephant population is growing thanks to extensive [[conservation]] efforts."
conservation,"2) the protection of natural things such as animals, plants, and forests to prevent them from being spoiled or destroyed （动植物、森林等的）保护","e.g. The project includes the [[conservation]] of 200 paintings, 15,000 books and quantities of furniture, ceramics and textiles.；e.g. China is one of the few places in the world where the elephant population is growing thanks to extensive [[conservation]] efforts."
accession,"record the addition of a new item to a library, museum, etc. 将（图书馆、博物馆等的新书、新展品）登记入册",e.g. Objects will be accepted and [[accessioned]] into the museum's collections when these conditions are met.
incumbent,(fml.) (~ upon / on sb. ) necessary as part of sb's duty 有责任的；有义务的；必须履行的,e.g. It is [[incumbent]] upon parents to control what their children watch on TV.
guardian,1) (fml.) sb. who guards or protects sth. 维护者；保卫者,e.g. These oral historians were the [[guardians]] of traditional values and the teachers of lessons about the natural world.；e.g. The girl's parents or [[guardians]] must give their consent before she has the operation.
guardian,"2) sb. who is legally responsible for looking after sb. else's child, esp. after the child's parents have died 监护人",e.g. These oral historians were the [[guardians]] of traditional values and the teachers of lessons about the natural world.；e.g. The girl's parents or [[guardians]] must give their consent before she has the operation.
album,"1) a book that you put photographs, stamps, etc. in （收存照片、邮票等的）簿，册",e.g. We've put the best wedding photos into an [[album]] — do you want to see them?；e.g. The singer talked about the inspiration behind the creation of each track from his newly released [[album]].
album,"2) a group of songs or pieces of music on a CD, tape, etc. （歌曲或音乐的）专辑",e.g. We've put the best wedding photos into an [[album]] — do you want to see them?；e.g. The singer talked about the inspiration behind the creation of each track from his newly released [[album]].
organically,1) in a way of happening or developing in a natural and continuous process 自然地；持续地,e.g. The company has been growing [[organically]] over the past few years.；e.g. There is firm evidence that [[organically]] grown crops are healthier to eat than conventional ones.
organically,2) in a way of growing food without using artificial chemicals 不使用化肥地；有机地；绿色地,e.g. The company has been growing [[organically]] over the past few years.；e.g. There is firm evidence that [[organically]] grown crops are healthier to eat than conventional ones.
scattered,spread over a wide area or over a long period of time 分散的；稀疏的,e.g. The higher cost of providing full services to a [[scattered]] community cannot be ignored.
cabinet,"[C] a piece of furniture with doors and shelves or drawers, used for storing or showing things （有拉门、搁板或抽屉的）储藏柜，陈列柜",
festivity,"(festivities) [pl.] things such as drinking, eating, or dancing that are done to celebrate a special occasion 庆祝活动；庆典","e.g. This year's [[festivities]] included fireworks, light shows and a live concert at King International Stadium."
uniqueness,"[U] the quality of being unusually good, special or the only one of its kind 不同寻常；独特；独一无二",e.g. It is the [[uniqueness]] of her painting style for which she has been remembered over the past decades.
thread,"[C, U] a long thin string of cotton, silk, etc. used to sew or weave cloth （缝衣服的）线",
iteration,"[C, U] the act or process of repeating 重复",e.g. Companies should focus on customer experiences and strive to improve those experiences through constant [[iteration]].
purposefully,"with a clear aim or purpose, determinedly 有目的地；有决心地；果断地","e.g. Upon hearing these words, she began walking slowly but [[purposefully]] toward the bridge."
tuck away,store or hide sth. 将某物存起来或藏起来,e.g. Every member of the family can now [[tuck]] away either £9 or £18 a month in one of these savings plans.
in existence,in the state of existing 存在,e.g. That's why there are tens of thousands of start-ups in [[existence]] today.
it is incumbent upon / on sb. to do sth.,it is sb's duty or responsibility to do sth. 做某事是某人的职务（责任）,e.g. It is [[incumbent]] upon all users of this equipment to familiarize themselves with the safety procedure.
pass away,"die — use this when you want to avoid saying the word ""die"" 去世；离世","e.g. Stephen Hawking, who is known for his groundbreaking work with black holes and relativity, [[passed]] away at the age of 76."
Mario Messina,马里奥 • 梅西纳（人名）,
