english,chinese,examples
Buddhist,n.[C] sb. who believes in Buddhism 佛教徒,e.g. Lingyin Temple is a famous [[Buddhist]] temple situated in the northwest of Hangzhou.
grotto,[C] (pl. grottos or grottoes) a small attractive cave 小洞穴,e.g. This [[grotto]] houses the most exquisite stone sculptures from the Tang Dynasty.
drift,1) move or go somewhere slowly 缓缓移动；缓慢行走,"e.g. The crowd [[drifted]] away from the scene of the accident.；e.g. As our boat [[drifted]] down the river, many children ran along the shore waving at us."
drift,2) move slowly on water or in the air 漂流；漂移,"e.g. The crowd [[drifted]] away from the scene of the accident.；e.g. As our boat [[drifted]] down the river, many children ran along the shore waving at us."
scenic,surrounded by beautiful views of nature 景色优美的,e.g. Yosemite National Park is an area of outstanding [[scenic]] beauty and great wilderness value.
formation,"1) [C, U] rock or cloud that is formed in a particular shape, or the shape in which it is formed （岩石或云朵的）形成物；形状","e.g. Enormous cloud [[formations]] dominate the landscape on a hot, humid summer's day.；e.g. An agreement on the [[formation]] of a new government was reached on June 6."
formation,2) [U] the process of starting a new organization or group 构成；组成,"e.g. Enormous cloud [[formations]] dominate the landscape on a hot, humid summer's day.；e.g. An agreement on the [[formation]] of a new government was reached on June 6."
oasis,[C] (pl. oases) （沙漠中的）绿洲,
dune,[C] （海边或沙漠中的）沙丘,
ridge,"[C] a long narrow raised part of a surface, esp. a high edge along a mountain 山脊",
superhighway,[C] (AmE) （超级）高速公路,
stretch,vi.spread out or cover a large area of land 延伸；绵延,"e.g. The beach [[stretches]] for more than two miles, backed by grassy dunes and sweet-smelling pine forest."
catapult,push or throw sth. very hard so that it moves through the air very quickly 把···弹（射）出去,e.g. A loose dog is at the risk of falling or being [[catapulted]] out of the truck bed.
awe,[U] a feeling of great respect and liking for sb. / sth. 崇敬；赞叹,"e.g. You might gaze at the Grand Canyon with [[awe]], marveling at its beauty and fearing its depth."
sorrow,1) [C] an event or situation that makes you feel great sadness 令人悲伤的事；不幸,"e.g. We cannot cure the world of [[sorrows]], but we can choose to live in joy.；e.g. The president expressed his deep [[sorrow]] over the bombing deaths."
sorrow,"2) [U] a feeling of great sadness, usu. because sth. very bad has happened 悲伤；悲痛","e.g. We cannot cure the world of [[sorrows]], but we can choose to live in joy.；e.g. The president expressed his deep [[sorrow]] over the bombing deaths."
hazardous,"involving risk or danger, esp. to sb's health or safety 危险的；有害的",e.g. The report calls for a ban on the import of [[hazardous]] waste.
bleak,"exposed, empty, or with no pleasant features 无遮掩的；荒凉的；索然无味的","e.g. That's probably the most bare, [[bleak]], and inhospitable island I've ever seen."
formidable,"very impressive or powerful, and often frightening 令人敬畏的；可怕的",e.g. They had to overcome [[formidable]] obstacles during their journey.
harsh,1) (of weather or living conditions) very difficult and unpleasant to live in 恶劣的；艰苦的；严峻的,"e.g. Penguins employ cooperative behaviors in order to deal with an incredibly [[harsh]] environment.；e.g. The solar cooker looks impressive, with mirrors designed to catch the [[harsh]] sunlight, focusing their power to create intense heat."
harsh,2) unpleasantly bright 刺眼的；耀眼的,"e.g. Penguins employ cooperative behaviors in order to deal with an incredibly [[harsh]] environment.；e.g. The solar cooker looks impressive, with mirrors designed to catch the [[harsh]] sunlight, focusing their power to create intense heat."
starvation,[U] the state of suffering and death caused by having no food 饥饿；挨饿；饿死,e.g. Millions of people in that region are threatened with [[starvation]] as a result of drought and poor harvests.
civilization,"[C, U] (BrE civilisation) a society that is well organized and developed, used esp. about a particular society in a particular place or at a particular time 文明（社会）",e.g. The ancient [[civilizations]] of Central and Latin America were founded upon corn.
precede,(fml.) happen before sth. or come before sb. / sth. in order 先于···（发生或出现）,e.g. It would be helpful if you were to [[precede]] the report with an introduction.
endurance,[U] the ability to continue doing sth. difficult or painful over a long period of time （忍）耐力,e.g. Running a marathon is seen by many people as the ultimate test of human [[endurance]].
trick sb. into sth. / doing sth.,cause sb. to do sth. by means of a trick 用计诱使某人做某事,"e.g. Dean [[tricked]] the old lady into giving him 800 pounds, claiming that he would invest it for her."
set sail (from / to / for …),begin a journey by boat or ship 起航,"e.g. When Captain Cook [[set]] [[sail]] for the Pacific, he was heading to parts of the world that were little-known."
during / in / throughout / over the course of sth.,during sth. 在···期间,"e.g. We struck up a conversation, in the [[course]] of which it emerged that he was a sailing man."
contend with,have to deal with a problem or difficult situation （不得不）处理问题，对付困境,e.g. The rescue team also had bad weather conditions to [[contend]] with.
Marco Polo,马可 • 波罗 （意大利旅行家）,
Common Era,公元,
Constantinople,君士坦丁堡（伊斯坦布尔的旧称）,
